0.280250, -0.093627
0.262146, -0.082999
0.244054, -0.073139
0.226065, -0.064031
0.208266, -0.055659
0.190743, -0.048005
0.173579, -0.041047
0.156854, -0.034764
0.140646, -0.029128
0.125029, -0.024114
0.110072, -0.019692
0.095844, -0.015831
0.082406, -0.012498
0.069819, -0.009660
0.058137, -0.007281
0.047411, -0.005323
0.037687, -0.003748
0.029008, -0.002517
0.021410, -0.001588
0.014925, -0.000920
0.009582, -0.000472
0.005403, -0.000199
0.002405, -0.000059
0.000602, -0.000007
